Message ID; Time; Generation Time; Station ID; Position Latitude; Position Longitude; Speed; Heading;
86; 1629623199.806131000; 556708004715992; 1210254390; 499401424; 84525076; 10.296; 136.3;
87; 1629623200.006331000; 556708004915888; 1210254390; 499401385; 84525122; 10.296; 140.8;
88; 1629623200.405796000; 556708005316015; 1210254390; 499401291; 84525199; 10.188; 145.6;
89; 1629623200.522062000; 556708005415956; 1210254390; 499401261; 84525219; 9.036; 151.1;
90; 1629623200.705622000; 556708005615898; 1210254390; 499401209; 84525254; 10.548; 156.0;
91; 1629623201.006421000; 556708005915994; 1210254390; 499401136; 84525289; 10.548; 162.1;
92; 1629623201.106049000; 556708006015884; 1210254390; 499401106; 84525293; 10.116; 168.8;
93; 1629623201.306287000; 556708006215907; 1210254390; 499401037; 84525296; 10.116; 177.1;
94; 1629623201.522167000; 556708006416101; 1210254390; 499400976; 84525302; 11.988000000000001; 179.3;
95; 1629623201.705720000; 556708006615902; 1210254390; 499400913; 84525296; 12.456; 184.3;
96; 1629623201.905946000; 556708006815898; 1210254390; 499400848; 84525281; 12.456; 188.6;
97; 1629623202.106171000; 556708007016046; 1210254390; 499400779; 84525249; 13.068; 194.6;
98; 1629623202.205790000; 556708007115883; 1210254390; 499400759; 84525234; 14.076; 199.8;
99; 1629623202.406006000; 556708007315909; 1210254390; 499400690; 84525182; 12.528; 206.1;
100; 1629623202.522270000; 556708007415937; 1210254390; 499400655; 84525158; 14.4; 205.3;
101; 1629623202.806458000; 556708007716035; 1210254390; 499400551; 84525066; 14.976; 211.0;
102; 1629623203.005684000; 556708007915865; 1210254390; 499400489; 84524983; 16.236; 217.5;
103; 1629623203.106242000; 556708008015882; 1210254390; 499400463; 84524925; 16.236; 224.8;
104; 1629623203.522375000; 556708008416146; 1210254390; 499400312; 84524741; 19.368; 225.6;
105; 1629623204.144459000; 556708009116052; 1210254390; 499400073; 84524361; 21.348; 227.0;
106; 1629623204.862293000; 556708009816143; 1210254390; 499399792; 84523911; 23.508000000000003; 227.3;
107; 1629623205.544980000; 556708010516088; 1210254390; 499399496; 84523451; 24.12; 223.8;
108; 1629623206.161289000; 556708011116073; 1210254390; 499399225; 84523050; 25.848; 223.6;
109; 1629623206.776588000; 556708011716176; 1210254390; 499398925; 84522623; 26.496000000000002; 222.1;
110; 1629623207.410420000; 556708012316081; 1210254390; 499398615; 84522192; 27.468; 221.1;
111; 1629623207.973971000; 556708012916096; 1210254390; 499398290; 84521753; 28.907999999999998; 221.0;
112; 1629623208.591229000; 556708013516125; 1210254390; 499397970; 84521317; 28.548; 220.6;
113; 1629623209.198723000; 556708014116089; 1210254390; 499397642; 84520889; 28.188000000000002; 219.6;
114; 1629623209.798408000; 556708014716192; 1210254390; 499397321; 84520466; 28.188000000000002; 220.0;
115; 1629623210.401932000; 556708015316112; 1210254390; 499397007; 84520059; 27.468; 219.6;
116; 1629623210.982134000; 556708015916131; 1210254390; 499396707; 84519673; 25.776; 219.8;
117; 1629623211.668700000; 556708016616194; 1210254390; 499396392; 84519251; 23.436; 221.1;
118; 1629623212.399256000; 556708017316106; 1210254390; 499396112; 84518861; 20.268; 221.3;
119; 1629623212.768432000; 556708017715933; 1210254390; 499395984; 84518669; 17.748; 224.5;
120; 1629623213.279231000; 556708018216134; 1210254390; 499395856; 84518447; 14.328; 230.0;
121; 1629623213.817365000; 556708018716214; 1210254390; 499395762; 84518238; 12.6; 239.0;
122; 1629623214.272468000; 556708019216134; 1210254390; 499395688; 84518030; 11.879999999999999; 248.0;
123; 1629623214.572317000; 556708019515925; 1210254390; 499395658; 84517899; 11.700000000000001; 253.3;
124; 1629623214.817481000; 556708019716138; 1210254390; 499395647; 84517814; 11.376000000000001; 258.7;
125; 1629623214.971764000; 556708019915885; 1210254390; 499395638; 84517714; 11.088000000000001; 263.2;
126; 1629623215.316527000; 556708020216130; 1210254390; 499395634; 84517559; 12.816; 273.2;
127; 1629623215.471812000; 556708020415991; 1210254390; 499395646; 84517449; 13.536; 279.7;
128; 1629623215.816596000; 556708020716178; 1210254390; 499395671; 84517289; 14.256; 284.5;
129; 1629623215.872250000; 556708020815891; 1210254390; 499395687; 84517232; 15.336; 289.7;
130; 1629623216.072454000; 556708021015888; 1210254390; 499395725; 84517120; 15.408000000000001; 296.8;
131; 1629623216.417210000; 556708021318014; 1210254390; 499395784; 84516951; 16.2; 301.5;
132; 1629623216.571530000; 556708021515899; 1210254390; 499395836; 84516837; 17.208000000000002; 305.6;
133; 1629623216.917276000; 556708021816170; 1210254390; 499395930; 84516662; 19.259999999999998; 310.2;
134; 1629623217.417322000; 556708022318194; 1210254390; 499396101; 84516348; 22.068; 311.7;
135; 1629623217.953535000; 556708022916169; 1210254390; 499396337; 84515938; 24.048; 312.7;
136; 1629623218.610794000; 556708023516221; 1210254390; 499396588; 84515504; 25.308; 311.1;
137; 1629623219.216326000; 556708024116171; 1210254390; 499396841; 84515035; 27.288; 310.8;
138; 1629623219.805266000; 556708024716247; 1210254390; 499397120; 84514535; 28.62; 310.7;
139; 1629623220.305293000; 556708025216169; 1210254390; 499397360; 84514113; 29.916000000000004; 311.2;
140; 1629623220.805363000; 556708025716271; 1210254390; 499397614; 84513666; 30.816000000000003; 311.7;
141; 1629623221.305413000; 556708026216209; 1210254390; 499397862; 84513217; 31.176000000000002; 311.2;
142; 1629623221.804487000; 556708026716255; 1210254390; 499398115; 84512757; 31.536; 309.6;
143; 1629623222.304495000; 556708027216228; 1210254390; 499398359; 84512297; 30.96; 309.7;
144; 1629623222.804586000; 556708027716255; 1210254390; 499398604; 84511817; 31.428; 308.2;
145; 1629623223.304634000; 556708028216238; 1210254390; 499398847; 84511321; 32.507999999999996; 306.6;
146; 1629623223.804689000; 556708028716278; 1210254390; 499399084; 84510806; 32.507999999999996; 304.7;
147; 1629623224.304718000; 556708029216226; 1210254390; 499399325; 84510286; 32.976; 305.6;
148; 1629623224.808660000; 556708029716278; 1210254390; 499399562; 84509764; 33.228; 305.3;
150; 1629623225.804890000; 556708030716280; 1210254390; 499400023; 84508679; 33.228; 302.6;
152; 1629623226.808840000; 556708031716297; 1210254390; 499400481; 84507611; 33.12; 303.2;
153; 1629623227.308945000; 556708032216979; 1210254390; 499400710; 84507076; 33.048; 304.2;
154; 1629623227.809008000; 556708032716286; 1210254390; 499400943; 84506540; 33.408; 304.5;
157; 1629623229.309154000; 556708034216223; 1210254390; 499401646; 84504930; 33.696; 304.2;
226; 1629623253.130043000; 556708058016178; 1210254390; 499411106; 84496847; 30.780000000000005; 31.5;
230; 1629623255.127126000; 556708060016173; 1210254390; 499412418; 84498094; 30.096; 32.9;
231; 1629623255.625495000; 556708060516227; 1210254390; 499412733; 84498402; 29.376; 32.5;
232; 1629623256.128216000; 556708061016205; 1210254390; 499413042; 84498699; 29.16; 32.2;
233; 1629623256.475111000; 556708061415989; 1210254390; 499413281; 84498931; 26.856; 32.9;
234; 1629623257.094342000; 556708062016161; 1210254390; 499413595; 84499248; 24.588; 33.2;
235; 1629623257.486950000; 556708062415992; 1210254390; 499413776; 84499421; 22.428; 33.7;
236; 1629623257.793610000; 556708062716170; 1210254390; 499413899; 84499570; 20.016; 37.5;
237; 1629623258.194054000; 556708063115891; 1210254390; 499414042; 84499763; 18.936; 42.0;
238; 1629623258.493892000; 556708063416263; 1210254390; 499414139; 84499920; 18.828000000000003; 48.7;
239; 1629623258.786893000; 556708063715896; 1210254390; 499414215; 84500095; 18.576; 57.2;
240; 1629623259.093550000; 556708064016195; 1210254390; 499414285; 84500286; 17.856; 61.2;
241; 1629623259.393381000; 556708064315905; 1210254390; 499414321; 84500495; 18.720000000000002; 75.5;
242; 1629623259.793861000; 556708064716257; 1210254390; 499414344; 84500793; 19.296000000000003; 86.1;
243; 1629623259.987207000; 556708064915866; 1210254390; 499414339; 84500955; 20.376; 90.4;
244; 1629623260.186462000; 556708065115892; 1210254390; 499414325; 84501107; 20.196; 96.3;
245; 1629623260.293878000; 556708065216197; 1210254390; 499414302; 84501199; 22.068; 102.9;
246; 1629623260.593719000; 556708065515932; 1210254390; 499414256; 84501443; 21.996000000000002; 108.0;
247; 1629623260.686490000; 556708065615887; 1210254390; 499414223; 84501530; 23.759999999999998; 114.1;
248; 1629623261.253964000; 556708066216216; 1210254390; 499414066; 84502027; 24.768; 120.5;
249; 1629623261.852656000; 556708066816287; 1210254390; 499413872; 84502529; 25.56; 124.8;
250; 1629623262.460097000; 556708067416323; 1210254390; 499413656; 84503004; 26.136; 126.6;
251; 1629623263.060794000; 556708068016230; 1210254390; 499413429; 84503465; 25.488; 128.0;
252; 1629623263.650667000; 556708068616295; 1210254390; 499413205; 84503914; 24.876; 128.6;
253; 1629623264.258175000; 556708069216223; 1210254390; 499412978; 84504370; 25.056; 128.0;
254; 1629623264.908631000; 556708069816304; 1210254390; 499412746; 84504852; 25.416; 126.9;
255; 1629623265.513177000; 556708070416320; 1210254390; 499412501; 84505363; 27.468; 127.5;
256; 1629623266.095291000; 556708071016232; 1210254390; 499412238; 84505887; 28.548; 128.1;
257; 1629623266.595322000; 556708071516261; 1210254390; 499412003; 84506325; 29.376; 130.6;
258; 1629623267.095394000; 556708072016218; 1210254390; 499411760; 84506755; 29.988; 131.6;
259; 1629623267.594463000; 556708072516239; 1210254390; 499411517; 84507182; 29.7; 132.5;
260; 1629623268.094516000; 556708073016226; 1210254390; 499411267; 84507608; 29.556000000000004; 132.1;
261; 1629623268.594548000; 556708073516262; 1210254390; 499411019; 84508030; 29.376; 132.8;
262; 1629623269.094598000; 556708074016231; 1210254390; 499410774; 84508457; 29.448; 131.8;
263; 1629623269.594663000; 556708074516268; 1210254390; 499410528; 84508889; 29.736; 130.8;
264; 1629623270.094717000; 556708075016206; 1210254390; 499410280; 84509327; 29.916000000000004; 131.8;
265; 1629623270.594732000; 556708075516246; 1210254390; 499410032; 84509765; 30.168000000000003; 131.1;
266; 1629623271.094817000; 556708076016225; 1210254390; 499409771; 84510194; 30.168000000000003; 132.8;
267; 1629623271.594864000; 556708076516275; 1210254390; 499409507; 84510625; 30.636; 134.6;
268; 1629623272.094907000; 556708077016216; 1210254390; 499409246; 84511064; 30.708; 132.6;
269; 1629623272.594920000; 556708077516227; 1210254390; 499408985; 84511506; 30.996; 133.3;
270; 1629623273.094994000; 556708078016186; 1210254390; 499408726; 84511961; 31.068000000000005; 131.6;
271; 1629623273.595058000; 556708078516214; 1210254390; 499408474; 84512420; 31.5; 130.1;
272; 1629623274.095106000; 556708079016189; 1210254390; 499408221; 84512871; 30.996; 131.1;
273; 1629623274.595123000; 556708079516221; 1210254390; 499407966; 84513330; 31.176000000000002; 131.1;
274; 1629623275.095210000; 556708080016186; 1210254390; 499407707; 84513783; 31.248; 131.6;
275; 1629623275.595238000; 556708080516222; 1210254390; 499407449; 84514231; 30.888; 132.1;
